node   1  (   0,    0) (   6,    3) (   7,    4) (   5,    3) (   3,    2) (   3,    3) (   3,    2) (   3,    2) (   3,    2) (   3,    2)
          (   3,    2) (   3,    3) (   3,    1) (   3,    2) (   3,    1) (   3,    3) (   3,    0) (   3,    1) (   3,    1) (   3,    0)
          (   3,    1) (   3,    0) (   3,    0) (   3,    3) (   3,    3) (   3,    1) (   3,    2) (   3,    1) (   3,    1) (   3,    1)
          (   3,    1) (   3,    0) (   3,    1) (   3,    0) (   3,    1) (   3,    2) (   3,    4) (   3,    1) (   3,    2) (   3,    1)
          (   3,    3) (   3,    0) (   3,    2) (   3,    1) (   3,    2) (   3,    1) (   3,    2) (   3,    2) (   3,    0) (   3,    6)
          (   3,    0) (   3,    1) (   2,    3) (   1,    0) (   3,    2) (   2,    2) (   3,    1) (   3,    1) (   3,    2) (   3,    2)
          (   3,    2) (   3,    1) (   2,    1) (   2,    2) (   3,    2) (   3,    2) (   2,    4) (   2,    1) (   3,    3) (   3,    3)
          (   2,    0) (   2,    1) (   3,    1) (   3,    0) (   2,    1) (   3,    1) (   2,    3) (   3,    2) (   2,    2) (   3,    1)
          (   3,    2) (   3,    2) (   2,    2) (   3,    2) (   3,    3) (   3,    3) (   3,    1) (   3,    2) (   3,    2) (   3,    4)
          (   3,    3) (   3,    0) (   3,    1) (   2,    3) (   2,    2) (   3,    2) (   3,    0) (   2,    3) (   3,    1) (   3,    1)
          (   3,    3) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
         
node   1 sent_total    292  recv_total    171

node   2  (   1,    0) (   0,    0) (   3,    2) (   3,    2) (   3,    4) (   3,    4) (   3,    1) (   3,    6) (   3,    2) (   3,    0)
          (   3,    5) (   3,    2) (   3,    2) (   3,    6) (   3,    2) (   3,    0) (   3,    5) (   3,    6) (   3,    3) (   3,    5)
          (   3,    1) (   3,    4) (   3,    1) (   3,    3) (   3,    4) (   3,    1) (   3,    1) (   3,    1) (   3,    4) (   3,    2)
          (   3,    1) (   3,    3) (   3,    2) (   3,    0) (   3,    1) (   3,    4) (   3,    3) (   3,    4) (   3,    6) (   3,    3)
          (   3,    1) (   3,    1) (   3,    6) (   3,    3) (   3,    2) (   3,    5) (   3,    4) (   3,    4) (   3,    3) (   3,    2)
          (   3,    4) (   3,    4) (   3,    1) (   2,    7) (   3,    1) (   3,    3) (   3,    2) (   3,    5) (   3,    2) (   3,    2)
          (   3,    5) (   2,    1) (   3,    2) (   3,    3) (   3,    0) (   3,    2) (   2,    4) (   2,    4) (   3,    1) (   3,    1)
          (   3,    4) (   3,    3) (   3,    3) (   3,    2) (   3,    4) (   3,    1) (   3,    5) (   2,    2) (   3,    2) (   3,    5)
          (   3,    0) (   3,    0) (   3,    1) (   3,    2) (   3,    4) (   3,    2) (   3,    2) (   3,    4) (   3,    1) (   3,    2)
          (   3,    4) (   3,    4) (   3,    1) (   2,    0) (   3,    3) (   2,    2) (   2,    3) (   3,    1) (   3,    0) (   2,    4)
          (   3,    3) (   2,    4) (   3,    2) (   3,    2) (   3,    3) (   3,    5) (   3,    5) (   2,    3) (   3,    2) (   3,    1)
          (   3,    0) (   2,    4) (   2,    3) (   3,    5) (   3,    3) (   3,    5) (   2,    3) (   3,    4) (   3,    3) (   3,    4)
          (   3,    2) (   2,    3) (   3,    5) (   2,    1) (   3,    2) (   2,    4) (   2,    3) (   3,    3) (   3,    0) (   3,    3)
          (   3,    2) (   3,    0) (   3,    0) (   3,    0) (   3,    0) (   2,    0) (   3,    0) (   3,    1) (   3,    0) (   2,    2)
          (   3,    0) (   3,    1) (   3,    2) (   2,    0) (   2,    3) (   3,    0) (   2,    3) (   3,    0) (   3,    1) (   3,    1)
          (   2,    1) (   2,    1) (   3,    1) (   3,    1) (   3,    2) (   3,    0) (   3,    1) (   3,    2) (   3,    3) (   3,    1)
          (   3,    3) (   3,    2) (   3,    0) (   3,    1) (   3,    2) (   3,    1) (   3,    1) (   3,    1) (   2,    3) (   2,    1)
          (   2,    1) (   3,    2) (   3,    1) (   3,    1) (   2,    0) (   2,    0) (   1,    1) (   3,    1) (   2,    2) (   2,    1)
          (   3,    1) (   3,    0) (   1,    0) (   3,    1) (   3,    3) (   2,    1) (   3,    1) (   3,    3) (   3,    2) (   3,    6)
          (   3,    3) (   2,    1) (   3,    3) (   3,    1) (   1,    1) (   3,    1) (   3,    2) (   3,    2) (   2,    1) (   2,    2)
          (   3,    0) (   2,    0) (   3,    0) (   3,    3) (   3,    3) (   3,    1) (   3,    3) (   3,    0) (   3,    3) (   3,    0)
          (   1,    1) (   3,    4) (   1,    2) (   2,    2) (   2,    3) (   3,    0) (   3,    4) (   3,    1) (   3,    0) (   3,    2)
          (   3,    1) (   3,    4) (   3,    2) (   2,    2) (   3,    0) (   3,    0) (   2,    0) (   3,    3) (   3,    1) (   2,    2)
          (   3,    2) (   3,    2) (   3,    3) (   3,    7) (   3,    1) (   3,    1) (   3,    4) (   3,    5) (   3,    4) (   3,    2)
          (   3,    1) (   3,    2) (   3,    1) (   3,    0) (   3,    0) (   3,    1) (   3,    2) (   2,    0) (   2,    1) (   3,    0)
          (   3,    2) (   3,    2) (   2,    3) (   2,    1) (   3,    3) (   3,    0) (   3,    3) (   3,    3) (   3,    1) (   3,    1)
          (   3,    4) (   3,    3) (   3,    2) (   2,    1) (   3,    4) (   3,    3) (   3,    2) (   2,    3) (   3,    1) (   3,    2)
          (   3,    0) (   3,    1) (   2,    2) (   3,    2) (   3,    0) (   2,    2) (   3,    1) (   3,    0) (   3,    2) (   3,    0)
